GHCN_ID,month,day,hour,MAM-TAVG-NORMAL,meas_flag_MAM-TAVG-NORMAL,comp_flag_MAM-TAVG-NORMAL,years_MAM-TAVG-NORMAL,MAM-TMIN-NORMAL,meas_flag_MAM-TMIN-NORMAL,comp_flag_MAM-TMIN-NORMAL,years_MAM-TMIN-NORMAL,MAM-TMAX-NORMAL,meas_flag_MAM-TMAX-NORMAL,comp_flag_MAM-TMAX-NORMAL,years_MAM-TMAX-NORMAL,MAM-DUTR-NORMAL,meas_flag_MAM-DUTR-NORMAL,comp_flag_MAM-DUTR-NORMAL,years_MAM-DUTR-NORMAL
USC00170480,99,99,99,    41.2, ,S,29,    30.9, ,S,29,    51.4, ,S,29,    20.4, ,S,29
USC00170583,99,99,99,    41.5, ,R,10,    30.6, ,R,10,    52.4, ,R,10,    21.8, ,R,10
USC00170814,99,99,99,    36.3, ,S,28,    24.9, ,S,28,    47.8, ,S,30,    22.9, ,S,28
USC00170833,99,99,99,    38.6, ,S,30,    27.1, ,S,30,    50.1, ,S,30,    23.0, ,S,30
USC00170844,99,99,99,    41.9, ,S,25,    30.4, ,S,25,    53.3, ,S,27,    23.0, ,S,25
USC00171131,99,99,99,    44.1, ,E, 9,    33.8, ,E, 9,    54.5, ,E, 9,    20.7, ,E, 9
USC00171472,99,99,99,    35.0, ,R,18,    22.9, ,R,18,    47.1, ,R,18,    24.2, ,R,18
USC00171628,99,99,99,    42.3, ,S,28,    30.7, ,S,28,    54.0, ,S,29,    23.3, ,S,28
USC00171833,99,99,99,    38.5, ,R,13,    26.4, ,R,13,    50.5, ,R,14,    24.1, ,R,13
USC00171975,99,99,99,    39.6, ,S,29,    27.6, ,S,29,    51.6, ,S,29,    24.0, ,S,29
USC00172048,99,99,99,    41.5, ,R,22,    29.4, ,R,22,    53.6, ,S,24,    24.2, ,R,22
USC00172238,99,99,99,    41.4, ,R,19,    29.5, ,R,19,    53.4, ,R,19,    23.9, ,R,19
USC00172426,99,99,99,    41.8, ,R,15,    33.8, ,R,15,    49.7, ,R,17,    16.0, ,R,15
USC00172440,99,99,99,    40.8, ,E, 7,    30.3, ,E, 8,    51.3, ,E, 7,    20.9, ,E, 7
USC00172443,99,99,99,    41.7, ,E, 8,    31.8, ,E, 8,    51.6, ,E, 9,    19.7, ,E, 8
USC00172700,99,99,99,    36.4, ,S,28,    25.4, ,S,28,    47.4, ,S,28,    22.1, ,S,28
USC00172765,99,99,99,    40.9, ,S,30,    29.5, ,S,30,    52.2, ,S,30,    22.6, ,S,30
USC00172878,99,99,99,    35.2, ,S,30,    23.8, ,S,30,    46.7, ,S,30,    22.9, ,S,30
USC00173046,99,99,99,    43.2, ,S,25,    32.4, ,S,25,    54.0, ,S,30,    21.6, ,S,25
USC00173261,99,99,99,    41.2, ,R,21,    31.4, ,R,21,    51.0, ,S,30,    19.6, ,R,21
USC00173295,99,99,99,    43.5, ,S,25,    34.2, ,S,25,    52.8, ,S,25,    18.6, ,S,25
USC00173567,99,99,99,    41.0, ,E,10,    27.7, ,E,10,    54.2, ,E,10,    26.5, ,E,10
USC00173570,99,99,99,    40.9, ,R,22,    30.7, ,R,22,    51.0, ,R,22,    20.3, ,R,22
USC00173862,99,99,99,    41.6, ,S,24,    29.6, ,S,24,    53.6, ,S,26,    23.9, ,S,24
USC00173944,99,99,99,    39.8, ,R,23,    28.3, ,R,23,    51.3, ,R,23,    23.0, ,R,23
USC00174086,99,99,99,    36.4, ,S,30,    24.1, ,S,30,    48.8, ,S,30,    24.7, ,S,30
USC00174183,99,99,99,    41.3, ,R,10,    32.0, ,R,10,    50.5, ,R,13,    18.5, ,R,10
USC00174193,99,99,99,    42.1, ,S,29,    32.6, ,S,29,    51.6, ,S,29,    19.0, ,S,29
USC00174566,99,99,99,    43.6, ,R,11,    34.5, ,R,11,    52.8, ,R,12,    18.4, ,R,11
USC00174683,99,99,99,    41.0, ,R,15,    30.1, ,R,16,    51.8, ,R,15,    21.6, ,R,15
USC00174745,99,99,99,    40.9, ,R,10,    29.2, ,R,10,    52.6, ,R,10,    23.4, ,R,10
USC00174781,99,99,99,    37.6, ,R,23,    27.2, ,R,23,    48.0, ,R,23,    20.8, ,R,23
USC00174927,99,99,99,    40.5, ,S,30,    29.8, ,S,30,    51.3, ,S,30,    21.5, ,S,30
USC00175261,99,99,99,    37.3, ,R,22,    26.0, ,R,22,    48.6, ,R,23,    22.6, ,R,22
USC00175304,99,99,99,    39.5, ,R,14,    29.0, ,R,17,    50.0, ,R,14,    21.0, ,R,14
USC00175305,99,99,99,    38.2, ,R,11,    26.5, ,R,11,    50.0, ,R,11,    23.5, ,R,11
USC00175460,99,99,99,    37.3, ,R,10,    25.8, ,R,10,    48.8, ,R,10,    23.0, ,R,10
USC00175675,99,99,99,    44.0, ,S,30,    34.7, ,S,30,    53.2, ,S,30,    18.4, ,S,30
USC00175736,99,99,99,    40.9, ,R,10,    29.9, ,R,10,    51.9, ,R,10,    22.0, ,R,10
USC00176430,99,99,99,    42.7, ,R,12,    32.1, ,R,12,    53.3, ,R,12,    21.2, ,R,12
USC00176594,99,99,99,    38.2, ,R,19,    28.2, ,R,19,    48.2, ,R,19,    20.0, ,R,19
USC00176721,99,99,99,    36.2, ,R,17,    24.8, ,R,18,    47.6, ,R,17,    22.8, ,R,17
USC00176722,99,99,99,    36.3, ,E, 4,    24.8, ,E, 4,    47.8, ,E, 4,    23.0, ,E, 4
USC00176856,99,99,99,    41.4, ,R,15,    31.7, ,R,17,    51.2, ,R,15,    19.4, ,R,15
USC00176881,99,99,99,    42.8, ,S,26,    34.0, ,S,27,    51.5, ,S,26,    17.5, ,S,26
USC00176937,99,99,99,    39.5, ,S,28,    28.9, ,S,28,    50.2, ,S,28,    21.3, ,S,28
USC00177037,99,99,99,    36.2, ,S,26,    23.6, ,S,29,    48.8, ,S,26,    25.2, ,S,26
USC00177039,99,99,99,    35.9, ,R,21,    25.0, ,R,21,    46.8, ,R,21,    21.9, ,R,21
USC00177238,99,99,99,    41.3, ,S,26,    31.7, ,S,26,    50.9, ,S,26,    19.2, ,S,26
USC00177325,99,99,99,    42.0, ,R,14,    31.0, ,R,14,    53.0, ,R,16,    22.0, ,R,14
USC00177336,99,99,99,    40.3, ,R,11,    29.1, ,R,11,    51.4, ,R,11,    22.3, ,R,11
USC00177479,99,99,99,    43.2, ,S,24,    30.4, ,S,24,    56.0, ,S,28,    25.7, ,S,24
USC00177654,99,99,99,    39.0, ,R,12,    26.9, ,R,12,    51.2, ,R,15,    24.3, ,R,12
USC00178792,99,99,99,    40.3, ,R,16,    29.6, ,R,16,    51.0, ,R,16,    21.5, ,R,16
USC00178817,99,99,99,    42.2, ,R,17,    32.3, ,R,17,    52.2, ,R,17,    19.9, ,R,17
USC00178965,99,99,99,    35.9, ,S,30,    24.7, ,S,30,    47.1, ,S,30,    22.4, ,S,30
USC00178974,99,99,99,    40.1, ,R,12,    29.1, ,R,12,    51.1, ,R,15,    22.0, ,R,12
USC00179151,99,99,99,    42.6, ,S,26,    32.0, ,S,26,    53.2, ,S,28,    21.2, ,S,26
USC00179294,99,99,99,    41.4, ,R,13,    32.1, ,R,13,    50.7, ,R,13,    18.6, ,R,13
USC00179314,99,99,99,    43.4, ,R,20,    31.3, ,R,20,    55.4, ,R,20,    24.1, ,R,20
USC00179547,99,99,99,    42.9, ,R,11,    34.3, ,R,11,    51.5, ,R,11,    17.2, ,R,11
USC00179593,99,99,99,    42.2, ,S,27,    33.3, ,S,27,    51.1, ,S,29,    17.9, ,S,27
USC00179720,99,99,99,    42.6, ,E,10,    32.1, ,E,10,    53.0, ,E,10,    20.9, ,E,10
USC00179891,99,99,99,    43.5, ,S,27,    35.2, ,S,28,    51.8, ,S,27,    16.6, ,S,27
USC00180193,99,99,99,    57.2, ,R,12,    47.8, ,R,12,    66.6, ,R,13,    18.8, ,R,12
USC00180335,99,99,99,    54.1, ,R,16,    45.5, ,R,18,    62.8, ,R,16,    17.3, ,R,16
USC00180700,99,99,99,    54.1, ,S,28,    43.8, ,S,28,    64.3, ,S,28,    20.5, ,S,28
USC00181530,99,99,99,    52.6, ,R,19,    41.9, ,R,20,    63.4, ,R,19,    21.4, ,R,19
USC00181750,99,99,99,    54.2, ,R,15,    45.0, ,R,15,    63.5, ,R,21,    18.5, ,R,15
USC00181790,99,99,99,    53.0, ,E, 3,    42.0, ,E, 3,    64.0, ,E, 3,    22.0, ,E, 3
USC00182060,99,99,99,    53.3, ,R,20,    43.8, ,R,20,    62.8, ,R,21,    19.0, ,R,20
USC00182282,99,99,99,    52.9, ,S,26,    41.1, ,S,26,    64.7, ,S,29,    23.6, ,S,26
USC00182308,99,99,99,    54.4, ,R,10,    44.5, ,R,11,    64.2, ,R,10,    19.6, ,R,10
USC00182325,99,99,99,    54.8, ,R,24,    43.6, ,S,24,    66.0, ,S,27,    22.4, ,R,24
USC00182336,99,99,99,    52.8, ,R,23,    42.9, ,R,23,    62.7, ,S,25,    19.7, ,R,23
USC00182906,99,99,99,    51.4, ,S,25,    40.0, ,S,25,    62.8, ,S,25,    22.8, ,S,25
USC00183348,99,99,99,    56.1, ,R,12,    45.1, ,R,12,    67.1, ,R,12,    22.0, ,R,12
USC00183415,99,99,99,    47.3, ,S,28,    36.6, ,S,28,    57.9, ,S,28,    21.2, ,S,28
USC00183675,99,99,99,    53.2, ,E,10,    41.2, ,R,10,    65.1, ,R,14,    23.9, ,E,10
USC00185111,99,99,99,    55.4, ,R,18,    45.0, ,R,18,    65.8, ,R,19,    20.8, ,R,18
USC00185865,99,99,99,    54.0, ,S,27,    42.4, ,S,29,    65.6, ,S,27,    23.3, ,S,27
USC00185934,99,99,99,    52.4, ,S,30,    41.7, ,S,30,    63.2, ,S,30,    21.5, ,S,30
USC00186350,99,99,99,    56.6, ,R,22,    46.5, ,S,29,    66.8, ,R,22,    20.3, ,R,22
USC00186620,99,99,99,    48.6, ,S,25,    37.0, ,S,25,    60.1, ,S,26,    23.1, ,S,25
USC00186800,99,99,99,    55.6, ,R,15,    44.8, ,R,15,    66.3, ,R,18,    21.5, ,R,15
USC00187705,99,99,99,    55.0, ,R,14,    45.5, ,R,14,    64.6, ,R,16,    19.1, ,R,14
USC00187806,99,99,99,    56.3, ,S,29,    46.6, ,S,29,    65.9, ,S,29,    19.3, ,S,29
USC00188000,99,99,99,    56.9, ,R,13,    46.0, ,R,13,    67.9, ,R,19,    21.9, ,R,13
USC00188004,99,99,99,    56.7, ,E, 9,    45.7, ,E, 9,    67.6, ,E, 9,    21.9, ,E, 9
USC00188065,99,99,99,    48.4, ,S,27,    37.6, ,S,27,    59.3, ,S,29,    21.7, ,S,27
USC00188207,99,99,99,    51.2, ,R,22,    38.8, ,R,22,    63.6, ,R,22,    24.8, ,R,22
USC00188315,99,99,99,    46.0, ,E, 4,    33.9, ,E, 4,    58.0, ,E, 5,    24.2, ,E, 4
USC00188371,99,99,99,    50.6, ,R,13,    39.1, ,R,13,    62.1, ,R,13,    23.0, ,R,13
USC00188380,99,99,99,    57.4, ,S,27,    46.3, ,S,27,    68.5, ,S,29,    22.1, ,S,27
USC00188405,99,99,99,    56.2, ,R,11,    47.7, ,R,11,    64.8, ,R,11,    17.2, ,R,11
USC00188557,99,99,99,    54.4, ,R,10,    45.9, ,R,10,    63.0, ,R,10,    17.2, ,R,10
USC00189070,99,99,99,    54.3, ,R,19,    43.3, ,R,19,    65.3, ,R,20,    22.1, ,R,19
USC00189140,99,99,99,    56.5, ,R,15,    44.6, ,R,15,    68.4, ,R,18,    23.9, ,R,15
USC00190120,99,99,99,    46.2, ,S,29,    34.6, ,S,29,    57.7, ,S,30,    23.0, ,S,29
USC00190190,99,99,99,    43.7, ,R,11,    33.5, ,R,11,    54.0, ,R,11,    20.4, ,R,11
USC00190192,99,99,99,    42.9, ,R,12,    32.1, ,R,12,    53.7, ,R,15,    21.5, ,R,12
USC00190408,99,99,99,    45.2, ,R,16,    32.2, ,R,16,    58.2, ,R,17,    26.0, ,R,16
USC00190535,99,99,99,    47.3, ,R,18,    36.3, ,R,18,    58.4, ,R,18,    22.2, ,R,18
USC00190562,99,99,99,    45.1, ,R,11,    34.1, ,R,11,    56.2, ,R,12,    22.1, ,R,11
USC00190593,99,99,99,    45.1, ,R,16,    34.1, ,R,16,    56.1, ,R,20,    21.9, ,R,16
USC00190666,99,99,99,    44.1, ,R,22,    32.5, ,R,22,    55.6, ,R,22,    23.1, ,R,22
USC00190736,99,99,99,    46.7, ,S,30,    37.7, ,S,30,    55.7, ,S,30,    18.1, ,S,30
USC00190840,99,99,99,    46.3, ,R,12,    35.4, ,R,12,    57.3, ,R,12,    22.0, ,R,12
USC00190860,99,99,99,    48.4, ,R,23,    38.0, ,R,23,    58.9, ,S,24,    20.8, ,R,23
USC00190998,99,99,99,    45.7, ,R,19,    34.2, ,R,19,    57.1, ,R,20,    22.9, ,R,19
USC00191386,99,99,99,    45.4, ,S,26,    39.5, ,S,27,    51.3, ,S,26,    11.9, ,S,26
USC00192107,99,99,99,    45.9, ,S,26,    35.5, ,S,26,    56.3, ,S,26,    20.8, ,S,26
USC00192175,99,99,99,    40.3, ,E, 4,    29.5, ,E, 4,    51.1, ,E, 4,    21.6, ,E, 4
USC00192372,99,99,99,    45.8, ,E, 8,    36.7, ,E,10,    55.0, ,E, 8,    18.3, ,E, 8
USC00192451,99,99,99,    46.8, ,R,20,    37.7, ,R,21,    55.8, ,R,20,    18.1, ,R,20
USC00192501,99,99,99,    47.7, ,S,28,    39.9, ,S,30,    55.5, ,S,28,    15.6, ,S,28
USC00192807,99,99,99,    45.3, ,E, 2,    34.6, ,E, 2,    56.0, ,E, 2,    21.4, ,E, 2
USC00193229,99,99,99,    46.0, ,R,11,    34.3, ,R,11,    57.8, ,R,15,    23.5, ,R,11
USC00193276,99,99,99,    46.7, ,S,26,    35.9, ,S,26,    57.5, ,S,27,    21.6, ,S,26
USC00193505,99,99,99,    45.5, ,S,28,    34.5, ,S,28,    56.5, ,S,30,    22.0, ,S,28
USC00193624,99,99,99,    48.2, ,S,30,    38.5, ,S,30,    58.0, ,S,30,    19.5, ,S,30
USC00193821,99,99,99,    46.0, ,S,26,    38.5, ,S,28,    53.5, ,S,26,    15.0, ,S,26
USC00193890,99,99,99,    48.3, ,R,23,    38.3, ,S,25,    58.3, ,R,23,    20.0, ,R,23
USC00194105,99,99,99,    48.3, ,S,25,    39.8, ,S,25,    56.7, ,S,27,    16.9, ,S,25
USC00194131,99,99,99,    44.1, ,R,23,    32.1, ,R,23,    56.1, ,R,23,    24.0, ,R,23
USC00194154,99,99,99,    45.9, ,R,10,    34.0, ,R,10,    57.7, ,R,10,    23.7, ,R,10
USC00194313,99,99,99,    46.4, ,S,28,    34.7, ,S,28,    58.1, ,S,29,    23.4, ,S,28
USC00194502,99,99,99,    45.3, ,S,26,    35.7, ,S,26,    54.9, ,S,28,    19.2, ,S,26
USC00194580,99,99,99,    47.7, ,R,19,    34.3, ,R,19,    61.0, ,R,23,    26.7, ,R,19
USC00194711,99,99,99,    46.2, ,R,11,    35.7, ,R,11,    56.7, ,R,11,    21.0, ,R,11
USC00194744,99,99,99,    45.3, ,S,29,    35.0, ,S,29,    55.6, ,S,29,    20.7, ,S,29
USC00195175,99,99,99,    46.3, ,R,11,    35.3, ,R,11,    57.3, ,R,11,    21.9, ,R,11
USC00195246,99,99,99,    48.1, ,R,10,    39.5, ,R,11,    56.8, ,R,10,    17.4, ,R,10
USC00195984,99,99,99,    46.8, ,R,22,    35.9, ,R,22,    57.6, ,S,30,    21.7, ,R,22
USC00196486,99,99,99,    48.8, ,R,17,    38.4, ,R,17,    59.1, ,S,24,    20.7, ,R,17
USC00196783,99,99,99,    48.0, ,S,27,    36.7, ,S,27,    59.2, ,S,29,    22.5, ,S,27
USC00196938,99,99,99,    47.2, ,S,28,    37.4, ,S,28,    56.9, ,S,28,    19.5, ,S,28
USC00196989,99,99,99,    40.9, ,E, 5,    31.1, ,E, 5,    50.8, ,E, 5,    19.7, ,E, 5
USC00197627,99,99,99,    46.1, ,R,13,    35.2, ,R,13,    57.1, ,R,14,    21.9, ,R,13
USC00198367,99,99,99,    48.3, ,R,15,    37.9, ,R,15,    58.6, ,R,15,    20.6, ,R,15
USC00198368,99,99,99,    47.0, ,E, 9,    36.9, ,E, 9,    57.1, ,E, 9,    20.2, ,E, 9
USC00198573,99,99,99,    46.9, ,R,14,    35.4, ,R,14,    58.3, ,R,19,    22.9, ,R,14
USC00198757,99,99,99,    48.3, ,S,27,    37.7, ,S,29,    58.9, ,S,27,    21.2, ,S,27
USC00199193,99,99,99,    46.5, ,R,13,    35.3, ,R,13,    57.6, ,R,13,    22.3, ,R,13
USC00199227,99,99,99,    45.8, ,E, 4,    39.0, ,E, 4,    52.5, ,E, 4,    13.5, ,E, 4
USC00199316,99,99,99,    47.6, ,R,12,    35.5, ,R,12,    59.7, ,R,13,    24.2, ,R,12
USC00199891,99,99,99,    46.7, ,E, 8,    39.0, ,E, 8,    54.5, ,E, 8,    15.5, ,E, 8
USC00199972,99,99,99,    43.2, ,S,25,    31.5, ,S,25,    54.9, ,S,26,    23.3, ,S,25
USC00200032,99,99,99,    47.9, ,S,27,    36.2, ,S,27,    59.5, ,S,29,    23.3, ,S,27
USC00200089,99,99,99,    38.3, ,R,16,    27.6, ,R,16,    49.1, ,R,17,    21.5, ,R,16
USC00200106,99,99,99,    45.9, ,E,10,    34.3, ,R,10,    57.4, ,R,11,    23.2, ,E,10
USC00200128,99,99,99,    45.5, ,R,12,    34.5, ,R,12,    56.4, ,R,13,    21.8, ,R,12
USC00200146,99,99,99,    45.1, ,R,20,    34.5, ,R,20,    55.7, ,S,24,    21.2, ,R,20
USC00200166,99,99,99,    40.4, ,R,10,    29.0, ,R,10,    51.9, ,R,10,    22.9, ,R,10
USC00200197,99,99,99,    37.1, ,R,22,    23.8, ,S,25,    50.3, ,R,22,    26.5, ,R,22
USC00200228,99,99,99,    46.4, ,R,16,    34.9, ,R,16,    57.9, ,R,16,    23.0, ,R,16
USC00200230,99,99,99,    47.4, ,S,29,    35.7, ,S,29,    59.1, ,S,29,    23.4, ,S,29
USC00200342,99,99,99,    40.6, ,R,16,    28.2, ,R,16,    53.0, ,R,16,    24.8, ,R,16
USC00200343,99,99,99,    41.3, ,R,11,    31.4, ,R,11,    51.1, ,R,13,    19.6, ,R,11
USC00200361,99,99,99,    44.6, ,R,14,    34.1, ,R,15,    55.1, ,R,14,    21.1, ,R,14
USC00200417,99,99,99,    43.4, ,S,26,    33.7, ,S,26,    53.1, ,S,27,    19.4, ,S,26
USC00200497,99,99,99,    37.9, ,R,10,    25.6, ,R,10,    50.3, ,R,10,    24.7, ,R,10
USC00200552,99,99,99,    48.3, ,R,22,    37.1, ,R,22,    59.4, ,S,27,    22.3, ,R,22
USC00200710,99,99,99,    48.0, ,R,19,    37.2, ,S,24,    58.7, ,R,19,    21.5, ,R,19
USC00200718,99,99,99,    37.1, ,S,27,    24.4, ,S,27,    49.9, ,S,27,    25.4, ,S,27
USC00200758,99,99,99,    43.7, ,R,17,    33.6, ,R,17,    53.8, ,R,17,    20.2, ,R,17
USC00200770,99,99,99,    38.0, ,R,12,    28.6, ,R,12,    47.4, ,R,14,    18.8, ,R,12
USC00200779,99,99,99,    43.1, ,S,26,    31.3, ,S,26,    54.8, ,S,30,    23.5, ,S,26
USC00200842,99,99,99,    47.2, ,R,11,    36.9, ,R,11,    57.4, ,R,11,    20.5, ,R,11
USC00200864,99,99,99,    46.4, ,R,19,    35.4, ,R,19,    57.5, ,S,28,    22.2, ,R,19
USC00200925,99,99,99,    43.9, ,S,28,    31.8, ,S,28,    56.1, ,S,30,    24.4, ,S,28
USC00201150,99,99,99,    44.9, ,R,10,    32.8, ,R,10,    57.0, ,R,10,    24.1, ,R,10
USC00201178,99,99,99,    41.9, ,E, 8,    30.7, ,E, 8,    53.2, ,E, 8,    22.5, ,E, 8
USC00201250,99,99,99,    47.8, ,E, 6,    37.5, ,E, 6,    58.1, ,E, 9,    20.6, ,E, 6
USC00201299,99,99,99,    44.4, ,S,25,    33.8, ,S,25,    55.0, ,S,26,    21.2, ,S,25
USC00201361,99,99,99,    43.7, ,R,19,    32.6, ,R,19,    54.8, ,R,22,    22.3, ,R,19
USC00201435,99,99,99,    35.8, ,R,14,    21.6, ,R,14,    50.1, ,R,15,    28.5, ,R,14
USC00201439,99,99,99,    36.9, ,R,14,    22.5, ,R,15,    51.4, ,R,14,    28.9, ,R,14
USC00201468,99,99,99,    40.5, ,R,23,    32.4, ,R,23,    48.7, ,R,23,    16.3, ,R,23
USC00201476,99,99,99,    45.6, ,S,29,    35.0, ,S,29,    56.2, ,S,29,    21.2, ,S,29
USC00201486,99,99,99,    38.3, ,S,25,    27.2, ,S,25,    49.4, ,S,29,    22.3, ,S,25
USC00201492,99,99,99,    39.6, ,S,25,    29.7, ,S,25,    49.5, ,S,28,    19.7, ,S,25
USC00201502,99,99,99,    46.8, ,R,18,    36.5, ,R,18,    57.1, ,R,18,    20.6, ,R,18
USC00201675,99,99,99,    46.8, ,S,28,    36.3, ,S,28,    57.4, ,S,29,    21.1, ,S,28
USC00201780,99,99,99,    36.5, ,R,22,    28.0, ,R,22,    45.0, ,R,22,    17.0, ,R,22
USC00201802,99,99,99,    41.1, ,R,21,    29.0, ,R,21,    53.2, ,R,21,    24.1, ,R,21
USC00201818,99,99,99,    45.7, ,R,11,    34.1, ,R,11,    57.3, ,R,13,    23.2, ,R,11
USC00201845,99,99,99,    38.6, ,E, 2,    27.6, ,E, 2,    49.5, ,E, 2,    21.9, ,E, 2
USC00201896,99,99,99,    39.9, ,S,26,    30.1, ,S,26,    49.7, ,S,26,    19.6, ,S,26
USC00202015,99,99,99,    47.4, ,S,25,    37.0, ,S,25,    57.9, ,S,26,    20.9, ,S,25
USC00202016,99,99,99,    47.8, ,R,13,    37.5, ,R,13,    58.2, ,R,13,    20.8, ,R,13
USC00202094,99,99,99,    37.9, ,S,28,    29.4, ,S,28,    46.4, ,S,28,    17.0, ,S,28
USC00202250,99,99,99,    46.4, ,S,25,    36.0, ,S,25,    56.8, ,S,30,    20.9, ,S,25
USC00202308,99,99,99,    47.3, ,R,15,    36.8, ,R,15,    57.9, ,R,19,    21.1, ,R,15
USC00202328,99,99,99,    45.7, ,R,16,    34.8, ,R,16,    56.6, ,R,16,    21.7, ,R,16
USC00202375,99,99,99,    45.9, ,E, 5,    35.0, ,E, 5,    56.9, ,E, 5,    21.9, ,E, 5
USC00202381,99,99,99,    43.8, ,R,23,    31.2, ,S,25,    56.3, ,R,23,    25.0, ,R,23
USC00202382,99,99,99,    39.9, ,E, 9,    29.3, ,E, 9,    50.6, ,E, 9,    21.3, ,E, 9
USC00202395,99,99,99,    47.6, ,R,16,    37.6, ,R,16,    57.6, ,R,18,    19.9, ,R,16
USC00202423,99,99,99,    42.5, ,S,28,    32.3, ,S,28,    52.7, ,S,30,    20.3, ,S,28
USC00202437,99,99,99,    46.3, ,E, 7,    35.7, ,E, 7,    56.9, ,E, 7,    21.2, ,E, 7
USC00202445,99,99,99,    50.2, ,R,23,    39.9, ,R,23,    60.5, ,R,23,    20.6, ,R,23
USC00202598,99,99,99,    37.3, ,R,11,    26.1, ,R,11,    48.6, ,R,11,    22.5, ,R,11
USC00202631,99,99,99,    45.1, ,R,17,    35.7, ,R,17,    54.5, ,R,18,    18.9, ,R,17
USC00202691,99,99,99,    45.5, ,R,16,    34.7, ,R,16,    56.2, ,R,16,    21.6, ,R,16
USC00202783,99,99,99,    39.9, ,E, 8,    28.5, ,E, 8,    51.4, ,E, 8,    22.9, ,E, 8
USC00202804,99,99,99,    42.2, ,R,17,    32.6, ,R,17,    51.8, ,R,17,    19.2, ,R,17
USC00202851,99,99,99,    45.4, ,R,15,    34.9, ,R,15,    55.9, ,R,15,    21.0, ,R,15
USC00202955,99,99,99,    44.8, ,E, 6,    34.1, ,E, 6,    55.4, ,E, 6,    21.2, ,E, 6
USC00202984,99,99,99,    43.3, ,S,26,    35.0, ,S,26,    51.7, ,S,26,    16.7, ,S,26
USC00203025,99,99,99,    44.1, ,R,12,    33.7, ,R,12,    54.5, ,R,12,    20.8, ,R,12
USC00203078,99,99,99,    38.0, ,R,10,    27.1, ,R,10,    48.9, ,R,10,    21.8, ,R,10
USC00203096,99,99,99,    38.9, ,S,29,    27.6, ,S,29,    50.2, ,S,29,    22.6, ,S,29
USC00203099,99,99,99,    41.1, ,R,15,    30.7, ,R,15,    51.4, ,R,20,    20.7, ,R,15
USC00203188,99,99,99,    40.5, ,R,13,    28.4, ,R,14,    52.6, ,R,13,    24.2, ,R,13
USC00203278,99,99,99,    45.4, ,R,15,    34.6, ,R,15,    56.2, ,R,15,    21.6, ,R,15
USC00203295,99,99,99,    45.4, ,E, 9,    36.1, ,E, 9,    54.7, ,E,12,    18.7, ,E, 9
USC00203391,99,99,99,    40.9, ,S,29,    28.7, ,S,29,    53.1, ,S,29,    24.4, ,S,29
USC00203421,99,99,99,    39.0, ,R,10,    28.3, ,R,10,    49.7, ,R,10,    21.4, ,R,10
USC00203429,99,99,99,    45.5, ,R,19,    32.4, ,R,19,    58.7, ,S,28,    26.3, ,R,19
USC00203477,99,99,99,    45.6, ,R,22,    36.1, ,R,22,    55.1, ,S,24,    19.0, ,R,22
USC00203504,99,99,99,    49.3, ,R,18,    38.5, ,R,18,    60.2, ,S,24,    21.8, ,R,18
USC00203528,99,99,99,    41.2, ,E, 7,    29.0, ,E, 7,    53.4, ,E, 7,    24.4, ,E, 7
USC00203529,99,99,99,    41.7, ,R,24,    30.1, ,S,25,    53.3, ,S,24,    23.2, ,R,24
USC00203585,99,99,99,    41.4, ,S,25,    33.4, ,S,28,    49.4, ,S,25,    16.0, ,S,25
USC00203628,99,99,99,    38.6, ,R,23,    31.4, ,R,23,    45.9, ,R,23,    14.6, ,R,23
USC00203632,99,99,99,    43.7, ,R,21,    33.0, ,R,21,    54.4, ,S,24,    21.4, ,R,21
USC00203661,99,99,99,    45.5, ,S,28,    34.3, ,S,28,    56.7, ,S,30,    22.4, ,S,28
USC00203712,99,99,99,    46.4, ,R,12,    35.3, ,R,12,    57.5, ,R,12,    22.2, ,R,12
USC00203744,99,99,99,    37.1, ,R,23,    26.6, ,R,23,    47.7, ,S,25,    21.0, ,R,23
USC00203769,99,99,99,    43.8, ,R,19,    31.5, ,R,19,    56.1, ,R,19,    24.6, ,R,19
USC00203823,99,99,99,    46.3, ,S,24,    35.4, ,S,24,    57.1, ,S,25,    21.7, ,S,24
USC00203858,99,99,99,    45.7, ,R,17,    37.9, ,R,17,    53.6, ,R,20,    15.7, ,R,17
USC00203930,99,99,99,    41.6, ,R,13,    29.1, ,R,13,    54.1, ,R,13,    25.0, ,R,13
USC00203932,99,99,99,    41.8, ,R,22,    28.9, ,R,22,    54.7, ,R,22,    25.7, ,R,22
USC00203947,99,99,99,    45.6, ,R,11,    34.1, ,R,11,    57.1, ,R,11,    22.9, ,R,11
USC00204078,99,99,99,    45.3, ,R,21,    35.3, ,R,21,    55.3, ,R,21,    20.0, ,R,21
USC00204090,99,99,99,    40.9, ,S,28,    29.2, ,S,28,    52.5, ,S,28,    23.3, ,S,28
USC00204104,99,99,99,    38.3, ,S,30,    27.7, ,S,30,    49.0, ,S,30,    21.2, ,S,30
USC00204105,99,99,99,    38.5, ,E, 2,    27.0, ,E, 2,    50.0, ,E, 2,    23.0, ,E, 2
USC00204130,99,99,99,    36.8, ,R,13,    25.1, ,R,13,    48.4, ,R,13,    23.3, ,R,13
USC00204161,99,99,99,    36.0, ,R,11,    25.2, ,R,11,    46.9, ,R,11,    21.7, ,R,11
